LIME_Jaccard_Mean,LIME_Jaccard_Std,SHAP_Drift_Mean,SHAP_Drift_Std,SHAP_Fidelity,LIME_Mean_R2,CF_SHAP_Kendall_Tau,CF_Success_Rate
0.8763512949039265,0.10480846928776823,0.3278286,0.2544362,0.9999981,0.2805920429103588,0.07912565680749443,100.0
